0,1
46766,TRÁFEGO AÉREO
46789,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46702,PERDA DE CONTROLE EM VOO
46704,OUTROS
46705,EXCURSÃO DE PISTA
46754,POUSO SEM TREM
46790,OUTROS
46751,EXCURSÃO DE PISTA
46767,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46768,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO
46759,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
46734,FALHA DO MOTOR EM VOO
46749,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46823,POUSO EM LOCAL NÃO PREVISTO
46763,CORTE INVOLUNTÁRIO DO MOTOR
46753,PANE SECA
46756,PERDA DE CONTROLE EM VOO
46750,ESTOURO DE PNEU
46755,PERDA DE CONTROLE NO SOLO
46760,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46761,COM TREM DE POUSO
46762,F.O.D.
46764,PERDA DE COMPONENTE EM VOO
46842,PERDA DE CONTROLE EM VOO
46844,PERDA DE CONTROLE NO SOLO
46757,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
46791,COM HÉLICE
46792,ESTOURO DE PNEU
46840,PERDA DE CONTROLE EM VOO
46788,VAZAMENTO DE OUTROS FLUIDOS
46841,POUSO BRUSCO
52073,OUTROS
46793,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46780,OUTROS
46814,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46839,FALHA DO MOTOR EM VOO
46910,POUSO EM LOCAL NÃO PREVISTO
46787,PERDA DE COMPONENTE NO SOLO
46781,INDETERMINADO
46811,OUTROS
46861,PERDA DE CONTROLE NO SOLO
46980,FALHA DO MOTOR EM VOO
46782,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
46857,IMC NÃO INTENCIONAL
46783,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46784,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46785,FALHA DO MOTOR EM VOO
46786,COM TREM DE POUSO
46812,POUSO BRUSCO
46855,PANE SECA
46813,ESTOURO DE PNEU
46819,ESTOURO DE PNEU
46821,ESTOURO DE PNEU
46820,FALHA DO MOTOR EM VOO
46876,ESTOURO DE PNEU
46877,TRÁFEGO AÉREO
47143,ESTOURO DE PNEU
46860,FALHA DO MOTOR EM VOO
46863,COM TREM DE POUSO
46896,FALHA DO MOTOR EM VOO
